Player,DRtg,Season,ORtg,USG%,VORP,WS,PER,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,Year,Pos,Cluster,Role,PC1,PC2,PC3
Thomas Bryant,112,2018-19,130.0,17.6,1.3,5.6,21.0,21.0,WAS,NBA,72.0,53.0,1496.0,9.8,15.9,8.7,12.8,1.0,3.1,3.4,4.3,3.6,10.8,14.4,2.9,0.8,2.1,1.9,4.0,24.0,0.616,0.685,0.33299999999999996,0.648,0.7809999999999999,0.674,2018,C,8,All Star,4.953755833373678,-2.0215872109831485,4.88262335714047
Reggie Bullock,113,2018-19,111.0,15.8,0.5,3.1,10.5,27.0,TOT,NBA,63.0,60.0,1879.0,6.3,15.3,2.5,5.2,3.8,10.1,1.9,2.2,0.6,3.9,4.5,3.3,1.0,0.3,1.7,2.8,18.4,0.41200000000000003,0.483,0.377,0.537,0.8590000000000001,0.563,2018,SG,1,3&D,-3.1719132732814432,1.225348452846745,3.4412934576462533
Reggie Bullock,113,2018-19,111.0,15.8,0.5,3.1,10.5,27.0,TOT,NBA,63.0,60.0,1879.0,6.3,15.3,2.5,5.2,3.8,10.1,1.9,2.2,0.6,3.9,4.5,3.3,1.0,0.3,1.7,2.8,18.4,0.41200000000000003,0.483,0.377,0.537,0.8590000000000001,0.563,2018,SG,1,3&D,-3.1719132732814432,1.225348452846745,3.4412934576462533
Reggie Bullock,113,2018-19,111.0,15.8,0.5,3.1,10.5,27.0,TOT,NBA,63.0,60.0,1879.0,6.3,15.3,2.5,5.2,3.8,10.1,1.9,2.2,0.6,3.9,4.5,3.3,1.0,0.3,1.7,2.8,18.4,0.41200000000000003,0.483,0.377,0.537,0.8590000000000001,0.563,2018,SG,1,3&D,-3.1719132732814432,1.225348452846745,3.4412934576462533
Trey Burke,116,2018-19,110.0,24.8,-0.1,1.9,16.5,26.0,TOT,NBA,58.0,8.0,1125.0,10.1,23.5,7.7,16.7,2.4,6.8,4.4,5.3,1.2,3.0,4.3,6.8,1.4,0.3,2.1,2.5,27.1,0.431,0.46299999999999997,0.35200000000000004,0.48200000000000004,0.831,0.524,2018,PG,2,Do It All,0.1410727739915371,3.7493852847238407,0.1796999417324966
Trey Burke,116,2018-19,110.0,24.8,-0.1,1.9,16.5,26.0,TOT,NBA,58.0,8.0,1125.0,10.1,23.5,7.7,16.7,2.4,6.8,4.4,5.3,1.2,3.0,4.3,6.8,1.4,0.3,2.1,2.5,27.1,0.431,0.46299999999999997,0.35200000000000004,0.48200000000000004,0.831,0.524,2018,PG,2,Do It All,0.1410727739915371,3.7493852847238407,0.1796999417324966
Trey Burke,116,2018-19,110.0,24.8,-0.1,1.9,16.5,26.0,TOT,NBA,58.0,8.0,1125.0,10.1,23.5,7.7,16.7,2.4,6.8,4.4,5.3,1.2,3.0,4.3,6.8,1.4,0.3,2.1,2.5,27.1,0.431,0.46299999999999997,0.35200000000000004,0.48200000000000004,0.831,0.524,2018,PG,2,Do It All,0.1410727739915371,3.7493852847238407,0.1796999417324966
Alec Burks,114,2018-19,106.0,19.0,-0.1,1.5,12.7,27.0,TOT,NBA,64.0,24.0,1375.0,6.8,16.9,4.7,10.9,2.2,6.0,4.1,5.0,1.1,7.3,8.4,4.6,1.4,0.7,2.3,3.2,20.0,0.405,0.428,0.363,0.469,0.823,0.523,2018,SG,1,3&D,-1.5742054440274813,1.2179999838138182,0.23661694945726003
Alec Burks,114,2018-19,106.0,19.0,-0.1,1.5,12.7,27.0,TOT,NBA,64.0,24.0,1375.0,6.8,16.9,4.7,10.9,2.2,6.0,4.1,5.0,1.1,7.3,8.4,4.6,1.4,0.7,2.3,3.2,20.0,0.405,0.428,0.363,0.469,0.823,0.523,2018,SG,1,3&D,-1.5742054440274813,1.2179999838138182,0.23661694945726003
Alec Burks,114,2018-19,106.0,19.0,-0.1,1.5,12.7,27.0,TOT,NBA,64.0,24.0,1375.0,6.8,16.9,4.7,10.9,2.2,6.0,4.1,5.0,1.1,7.3,8.4,4.6,1.4,0.7,2.3,3.2,20.0,0.405,0.428,0.363,0.469,0.823,0.523,2018,SG,1,3&D,-1.5742054440274813,1.2179999838138182,0.23661694945726003
Alec Burks,114,2018-19,106.0,19.0,-0.1,1.5,12.7,27.0,TOT,NBA,64.0,24.0,1375.0,6.8,16.9,4.7,10.9,2.2,6.0,4.1,5.0,1.1,7.3,8.4,4.6,1.4,0.7,2.3,3.2,20.0,0.405,0.428,0.363,0.469,0.823,0.523,2018,SG,1,3&D,-1.5742054440274813,1.2179999838138182,0.23661694945726003
Jimmy Butler,110,2018-19,121.0,22.3,2.9,7.9,20.2,29.0,TOT,NBA,65.0,65.0,2185.0,9.1,19.6,7.6,15.4,1.5,4.2,6.8,7.9,2.6,4.8,7.4,5.7,2.7,0.8,2.1,2.4,26.3,0.462,0.494,0.34700000000000003,0.499,0.855,0.5710000000000001,2018,SF-SG,8,All Star,3.0493546327409993,2.690040367529972,1.45874265222805
Jimmy Butler,110,2018-19,121.0,22.3,2.9,7.9,20.2,29.0,TOT,NBA,65.0,65.0,2185.0,9.1,19.6,7.6,15.4,1.5,4.2,6.8,7.9,2.6,4.8,7.4,5.7,2.7,0.8,2.1,2.4,26.3,0.462,0.494,0.34700000000000003,0.499,0.855,0.5710000000000001,2018,SG,8,All Star,3.0493546327409993,2.690040367529972,1.45874265222805
Jimmy Butler,110,2018-19,121.0,22.3,2.9,7.9,20.2,29.0,TOT,NBA,65.0,65.0,2185.0,9.1,19.6,7.6,15.4,1.5,4.2,6.8,7.9,2.6,4.8,7.4,5.7,2.7,0.8,2.1,2.4,26.3,0.462,0.494,0.34700000000000003,0.499,0.855,0.5710000000000001,2018,SF,8,All Star,3.0493546327409993,2.690040367529972,1.45874265222805
Bruno Caboclo,109,2018-19,109.0,15.9,0.4,1.5,12.4,23.0,MEM,NBA,34.0,19.0,800.0,6.0,14.0,3.0,5.9,3.0,8.1,2.6,3.1,2.6,7.2,9.8,3.1,0.9,2.1,2.4,5.0,17.5,0.4270000000000001,0.505,0.369,0.5329999999999999,0.84,0.5710000000000001,2018,SF,1,3&D,-1.4675167105282656,-0.9333482352827812,2.3041007944398557
José Calderón,112,2018-19,102.0,10.9,-0.5,0.6,7.1,37.0,DET,NBA,49.0,0.0,632.0,3.5,9.4,2.4,4.9,1.1,4.4,0.7,0.9,0.9,3.8,4.7,9.0,1.2,0.2,2.7,5.0,8.8,0.375,0.4920000000000001,0.24600000000000002,0.433,0.818,0.45299999999999996,2018,PG,5,Perimeter Scorer,-5.4029818216176775,-1.2678855171369354,-0.029334802190350433
Kentavious Caldwell-Pope,112,2018-19,113.0,18.1,0.7,4.0,12.9,25.0,LAL,NBA,82.0,23.0,2035.0,7.4,17.3,4.0,7.3,3.5,9.9,3.1,3.6,1.1,4.3,5.4,2.5,1.7,0.3,1.5,3.1,21.4,0.43,0.542,0.34700000000000003,0.53,0.867,0.568,2018,SG,7,Elite Wing,-1.4318925170289822,1.5208013633531983,3.2503629511293024
Isaiah Canaan,118,2018-19,102.0,14.2,-0.5,0.1,8.0,27.0,TOT,NBA,30.0,16.0,629.0,4.9,12.4,2.3,5.2,2.6,7.3,1.4,1.8,0.5,3.9,4.4,6.4,1.1,0.2,2.7,3.9,13.7,0.39,0.441,0.354,0.494,0.792,0.518,2018,PG,5,Perimeter Scorer,-4.90716969820647,0.3956806633836104,1.2827938509961256
Isaiah Canaan,118,2018-19,102.0,14.2,-0.5,0.1,8.0,27.0,TOT,NBA,30.0,16.0,629.0,4.9,12.4,2.3,5.2,2.6,7.3,1.4,1.8,0.5,3.9,4.4,6.4,1.1,0.2,2.7,3.9,13.7,0.39,0.441,0.354,0.494,0.792,0.518,2018,PG,5,Perimeter Scorer,-4.90716969820647,0.3956806633836104,1.2827938509961256
Isaiah Canaan,118,2018-19,102.0,14.2,-0.5,0.1,8.0,27.0,TOT,NBA,30.0,16.0,629.0,4.9,12.4,2.3,5.2,2.6,7.3,1.4,1.8,0.5,3.9,4.4,6.4,1.1,0.2,2.7,3.9,13.7,0.39,0.441,0.354,0.494,0.792,0.518,2018,PG,5,Perimeter Scorer,-4.90716969820647,0.3956806633836104,1.2827938509961256
Isaiah Canaan,118,2018-19,102.0,14.2,-0.5,0.1,8.0,27.0,TOT,NBA,30.0,16.0,629.0,4.9,12.4,2.3,5.2,2.6,7.3,1.4,1.8,0.5,3.9,4.4,6.4,1.1,0.2,2.7,3.9,13.7,0.39,0.441,0.354,0.494,0.792,0.518,2018,PG,5,Perimeter Scorer,-4.90716969820647,0.3956806633836104,1.2827938509961256
Clint Capela,108,2018-19,133.0,18.2,2.8,10.8,23.8,24.0,HOU,NBA,67.0,67.0,2249.0,10.3,16.0,10.3,16.0,0.0,0.0,3.6,5.7,6.5,12.0,18.5,2.1,1.0,2.2,2.1,3.7,24.3,0.648,0.648,0.0,0.648,0.636,0.6579999999999999,2018,C,6,Star Inside Big,7.690896907013754,-3.567513360362048,3.697183005014635
DeMarre Carroll,111,2018-19,110.0,18.6,0.1,3.1,12.1,32.0,BRK,NBA,67.0,8.0,1703.0,6.3,16.1,3.4,7.4,3.0,8.7,5.1,6.8,1.9,7.9,9.8,2.4,0.9,0.3,2.0,3.2,20.8,0.395,0.457,0.342,0.48700000000000004,0.76,0.546,2018,PF,7,Elite Wing,-1.2153729321512723,0.8635988728411418,1.3538724164449998
Jevon Carter,109,2018-19,90.0,18.0,-0.3,0.0,7.8,23.0,MEM,NBA,39.0,3.0,577.0,4.8,15.9,1.9,7.1,2.9,8.8,2.2,2.8,1.2,4.5,5.7,5.9,2.2,0.9,2.8,4.7,14.8,0.303,0.265,0.33299999999999996,0.395,0.813,0.4320000000000001,2018,PG,5,Perimeter Scorer,-5.532588330830593,1.3722887555496142,-2.291278350036828
Vince Carter,115,2018-19,112.0,16.7,0.1,1.9,11.8,42.0,ATL,NBA,76.0,9.0,1330.0,6.8,16.3,2.5,5.3,4.3,11.0,1.6,2.3,1.1,5.7,6.7,3.0,1.5,0.9,1.7,4.9,19.5,0.419,0.48,0.389,0.55,0.7120000000000001,0.565,2018,PF,1,3&D,-2.7018860559352906,0.46180754785501704,3.1360051471480954
Wendell Carter,110,2018-19,107.0,19.1,0.4,1.9,15.2,19.0,CHI,NBA,44.0,44.0,1110.0,7.9,16.2,7.6,14.8,0.3,1.4,3.9,4.9,3.8,9.6,13.4,3.4,1.1,2.5,2.8,6.6,19.9,0.485,0.513,0.188,0.493,0.795,0.541,2018,C,2,Do It All,1.8266300888877385,-2.0742262735170174,-0.689126223252306
Alex Caruso,110,2018-19,109.0,19.0,0.2,1.0,13.9,24.0,LAL,NBA,25.0,4.0,531.0,6.7,15.2,4.6,10.8,2.1,4.4,4.5,5.6,1.8,4.1,5.9,6.7,2.1,0.8,3.7,4.7,20.1,0.445,0.431,0.48,0.514,0.797,0.569,2018,PG,1,3&D,-0.8799316214984813,1.262073102590764,0.5952091187466125
Omri Casspi,107,2018-19,112.0,18.0,0.0,1.3,15.7,30.0,MEM,NBA,36.0,0.0,520.0,8.2,15.4,6.8,11.3,1.4,4.1,3.7,5.5,1.6,9.4,11.0,2.5,1.9,0.9,2.2,3.3,21.6,0.534,0.602,0.349,0.581,0.672,0.606,2018,SF,2,Do It All,1.627122920032662,-1.0714329324883864,2.206519238781453
Willie Cauley-Stein,108,2018-19,118.0,17.5,2.3,6.7,18.0,25.0,SAC,NBA,81.0,81.0,2213.0,8.7,15.6,8.6,15.5,0.0,0.0,2.9,5.3,3.8,10.5,14.3,4.1,2.0,1.1,1.8,4.8,20.3,0.556,0.556,0.5,0.557,0.551,0.5660000000000001,2018,C,8,All Star,3.4135641178580145,-2.0250288698422314,1.5178233357948416
Tyson Chandler,108,2018-19,120.0,8.5,0.2,2.1,11.2,36.0,TOT,NBA,55.0,6.0,875.0,3.3,5.3,3.3,5.2,0.0,0.1,2.7,4.6,4.9,11.5,16.4,2.0,1.1,1.2,2.2,5.9,9.2,0.616,0.622,0.0,0.616,0.586,0.63,2018,C,3,Backup Inside Big,0.8762339308705244,-6.880650639048652,3.242934452619944
Tyson Chandler,108,2018-19,120.0,8.5,0.2,2.1,11.2,36.0,TOT,NBA,55.0,6.0,875.0,3.3,5.3,3.3,5.2,0.0,0.1,2.7,4.6,4.9,11.5,16.4,2.0,1.1,1.2,2.2,5.9,9.2,0.616,0.622,0.0,0.616,0.586,0.63,2018,C,3,Backup Inside Big,0.8762339308705244,-6.880650639048652,3.242934452619944
Tyson Chandler,108,2018-19,120.0,8.5,0.2,2.1,11.2,36.0,TOT,NBA,55.0,6.0,875.0,3.3,5.3,3.3,5.2,0.0,0.1,2.7,4.6,4.9,11.5,16.4,2.0,1.1,1.2,2.2,5.9,9.2,0.616,0.622,0.0,0.616,0.586,0.63,2018,C,3,Backup Inside Big,0.8762339308705244,-6.880650639048652,3.242934452619944
Wilson Chandler,112,2018-19,107.0,11.8,0.3,1.5,8.5,31.0,TOT,NBA,51.0,33.0,1177.0,4.6,11.0,2.2,4.6,2.4,6.3,0.7,1.0,1.9,6.7,8.6,3.3,1.0,0.8,1.8,4.9,12.2,0.418,0.478,0.373,0.526,0.72,0.537,2018,PF-SF,5,Perimeter Scorer,-3.720327322813867,-1.956972089901269,2.2286932254879135
Wilson Chandler,112,2018-19,107.0,11.8,0.3,1.5,8.5,31.0,TOT,NBA,51.0,33.0,1177.0,4.6,11.0,2.2,4.6,2.4,6.3,0.7,1.0,1.9,6.7,8.6,3.3,1.0,0.8,1.8,4.9,12.2,0.418,0.478,0.373,0.526,0.72,0.537,2018,PF,5,Perimeter Scorer,-3.720327322813867,-1.956972089901269,2.2286932254879135
Wilson Chandler,112,2018-19,107.0,11.8,0.3,1.5,8.5,31.0,TOT,NBA,51.0,33.0,1177.0,4.6,11.0,2.2,4.6,2.4,6.3,0.7,1.0,1.9,6.7,8.6,3.3,1.0,0.8,1.8,4.9,12.2,0.418,0.478,0.373,0.526,0.72,0.537,2018,SF,5,Perimeter Scorer,-3.720327322813867,-1.956972089901269,2.2286932254879135
Marquese Chriss,113,2018-19,92.0,20.6,-0.5,-0.2,9.2,21.0,TOT,NBA,43.0,2.0,499.0,6.7,17.9,5.1,10.7,1.6,7.1,3.2,4.5,4.0,10.1,14.1,2.2,1.7,1.1,3.6,8.0,18.1,0.3720000000000001,0.47200000000000003,0.222,0.41700000000000004,0.711,0.455,2018,PF,5,Perimeter Scorer,-1.5267567365430605,-1.1841447441044264,-2.7110819287981633
Marquese Chriss,113,2018-19,92.0,20.6,-0.5,-0.2,9.2,21.0,TOT,NBA,43.0,2.0,499.0,6.7,17.9,5.1,10.7,1.6,7.1,3.2,4.5,4.0,10.1,14.1,2.2,1.7,1.1,3.6,8.0,18.1,0.3720000000000001,0.47200000000000003,0.222,0.41700000000000004,0.711,0.455,2018,PF,5,Perimeter Scorer,-1.5267567365430605,-1.1841447441044264,-2.7110819287981633
Marquese Chriss,113,2018-19,92.0,20.6,-0.5,-0.2,9.2,21.0,TOT,NBA,43.0,2.0,499.0,6.7,17.9,5.1,10.7,1.6,7.1,3.2,4.5,4.0,10.1,14.1,2.2,1.7,1.1,3.6,8.0,18.1,0.3720000000000001,0.47200000000000003,0.222,0.41700000000000004,0.711,0.455,2018,PF,5,Perimeter Scorer,-1.5267567365430605,-1.1841447441044264,-2.7110819287981633
Gary Clark,110,2018-19,108.0,10.9,0.0,1.0,9.2,24.0,HOU,NBA,51.0,2.0,641.0,3.8,11.6,0.7,1.0,3.1,10.6,0.5,0.5,1.8,7.0,8.9,1.4,1.5,2.0,0.5,3.6,11.3,0.331,0.6920000000000001,0.297,0.467,1.0,0.48,2018,PF,5,Perimeter Scorer,-4.460439034214614,-1.867500258206188,3.2559002536674124
Ian Clark,116,2018-19,98.0,19.3,-0.8,-0.1,8.3,27.0,NOP,NBA,60.0,6.0,973.0,7.2,18.3,4.1,8.6,3.2,9.6,1.6,1.8,0.6,3.6,4.3,4.5,1.1,0.4,2.8,4.5,19.2,0.39399999999999996,0.47,0.327,0.48,0.892,0.502,2018,SG,5,Perimeter Scorer,-3.7693293079620465,1.719517049245669,0.5467347705041647
Jordan Clarkson,119,2018-19,107.0,27.6,0.0,1.8,16.8,26.0,CLE,NBA,81.0,0.0,2214.0,11.9,26.5,8.6,16.5,3.2,10.0,3.6,4.3,1.8,4.2,6.1,4.4,1.3,0.3,3.0,2.5,30.6,0.44799999999999995,0.524,0.324,0.509,0.8440000000000001,0.539,2018,SG,2,Do It All,1.0059949217785311,4.237232202172842,0.6418147155433335
John Collins,115,2018-19,122.0,23.7,1.6,6.0,21.8,21.0,ATL,NBA,61.0,59.0,1829.0,11.7,21.0,10.4,17.0,1.4,4.0,5.1,6.7,5.5,9.5,15.0,3.1,0.6,1.0,3.0,5.0,30.0,0.56,0.609,0.348,0.593,0.763,0.627,2018,PF,8,All Star,5.771359635955963,0.26351121955472717,2.336074197500461
Zach Collins,110,2018-19,112.0,16.6,0.7,2.9,13.5,21.0,POR,NBA,77.0,0.0,1356.0,6.8,14.3,5.3,10.0,1.4,4.3,3.4,4.5,3.9,7.7,11.6,2.5,0.9,2.4,2.8,6.2,18.3,0.473,0.534,0.331,0.523,0.746,0.562,2018,C,2,Do It All,0.6121789082559681,-2.0155529184909255,1.2416837239028775
Darren Collison,108,2018-19,118.0,17.7,1.8,6.8,16.7,31.0,IND,NBA,76.0,76.0,2143.0,7.0,15.0,5.2,10.6,1.8,4.4,3.6,4.3,0.8,4.5,5.3,10.5,2.5,0.2,2.9,3.1,19.5,0.467,0.4920000000000001,0.40700000000000003,0.527,0.8320000000000001,0.574,2018,PG,8,All Star,0.14159879249258675,1.7341706423077938,2.210482402208605
Mike Conley,111,2018-19,117.0,27.3,3.2,8.0,21.4,31.0,MEM,NBA,70.0,70.0,2342.0,10.4,23.8,7.1,14.7,3.3,9.0,7.3,8.6,0.8,4.2,5.1,9.5,2.0,0.5,2.8,2.6,31.4,0.43799999999999994,0.483,0.364,0.507,0.845,0.569,2018,PG,8,All Star,2.990738200558875,5.337942979961601,1.5435250691870543
Pat Connaughton,107,2018-19,122.0,13.3,1.2,3.9,13.6,26.0,MIL,NBA,61.0,2.0,1261.0,6.0,12.9,3.6,5.5,2.4,7.4,1.1,1.5,2.2,7.3,9.5,4.5,1.2,0.9,1.2,3.0,15.5,0.466,0.647,0.33,0.56,0.725,0.573,2018,SG,7,Elite Wing,-0.8636695513031508,-1.7273347146928448,4.30463144773149
Quinn Cook,113,2018-19,110.0,20.2,-0.2,1.8,13.1,25.0,GSW,NBA,74.0,10.0,1059.0,9.2,19.7,5.5,10.7,3.6,9.0,0.9,1.2,1.0,6.1,7.1,5.2,0.9,0.1,2.2,4.1,22.9,0.465,0.515,0.405,0.557,0.769,0.565,2018,PG,1,3&D,-1.1848915823243633,1.356523251696266,2.4597642381447007
DeMarcus Cousins,102,2018-19,109.0,28.1,1.1,2.4,21.4,28.0,GSW,NBA,30.0,30.0,771.0,11.0,22.9,9.4,17.0,1.6,5.9,6.5,8.9,2.7,12.6,15.2,6.6,2.5,2.7,4.4,6.7,30.1,0.48,0.551,0.27399999999999997,0.515,0.736,0.562,2018,C,2,Do It All,5.386259868420837,0.9372239507263901,-1.374942035553502
Robert Covington,108,2018-19,110.0,15.6,1.3,2.5,13.3,28.0,TOT,NBA,35.0,35.0,1203.0,6.2,14.3,2.8,5.4,3.4,8.9,2.7,3.5,1.1,6.5,7.6,1.8,2.9,1.9,1.9,5.0,18.4,0.431,0.518,0.37799999999999995,0.5479999999999999,0.764,0.58,2018,SF,1,3&D,-1.4131437464281797,-0.39329705719111574,2.8545916006773178
Robert Covington,108,2018-19,110.0,15.6,1.3,2.5,13.3,28.0,TOT,NBA,35.0,35.0,1203.0,6.2,14.3,2.8,5.4,3.4,8.9,2.7,3.5,1.1,6.5,7.6,1.8,2.9,1.9,1.9,5.0,18.4,0.431,0.518,0.37799999999999995,0.5479999999999999,0.764,0.58,2018,SF,1,3&D,-1.4131437464281797,-0.39329705719111574,2.8545916006773178
Robert Covington,108,2018-19,110.0,15.6,1.3,2.5,13.3,28.0,TOT,NBA,35.0,35.0,1203.0,6.2,14.3,2.8,5.4,3.4,8.9,2.7,3.5,1.1,6.5,7.6,1.8,2.9,1.9,1.9,5.0,18.4,0.431,0.518,0.37799999999999995,0.5479999999999999,0.764,0.58,2018,SF,1,3&D,-1.4131437464281797,-0.39329705719111574,2.8545916006773178
Allen Crabbe,112,2018-19,100.0,16.4,-0.1,0.8,7.7,26.0,BRK,NBA,43.0,20.0,1133.0,5.8,15.7,1.6,4.8,4.1,10.9,1.7,2.4,0.7,5.5,6.2,1.9,1.0,0.5,1.9,4.3,17.4,0.3670000000000001,0.342,0.37799999999999995,0.499,0.732,0.519,2018,SG,5,Perimeter Scorer,-4.659499570333909,0.7597849871042711,1.1834345067892786
Torrey Craig,110,2018-19,114.0,12.4,0.7,3.0,10.4,28.0,DEN,NBA,75.0,37.0,1503.0,5.2,11.8,3.2,5.7,2.0,6.1,1.6,2.3,2.9,5.7,8.6,2.4,1.2,1.5,1.4,5.7,14.1,0.442,0.569,0.324,0.526,0.7,0.547,2018,SF,1,3&D,-1.950967286209574,-2.5019096518371238,2.7004144991894683
Jamal Crawford,119,2018-19,102.0,20.8,-1.2,0.2,11.7,38.0,PHO,NBA,64.0,0.0,1211.0,6.9,17.3,4.2,9.3,2.6,8.0,3.7,4.3,0.3,3.0,3.4,9.0,1.3,0.5,3.9,3.0,20.0,0.397,0.45299999999999996,0.332,0.474,0.845,0.522,2018,SG,1,3&D,-2.90261411868023,2.824912055216808,0.08890651026588321
Jae Crowder,107,2018-19,107.0,19.1,1.3,4.4,12.1,28.0,UTA,NBA,80.0,11.0,2166.0,7.0,17.6,3.2,6.1,3.8,11.5,3.1,4.4,1.3,7.2,8.5,2.9,1.4,0.7,1.9,3.8,21.0,0.39899999999999997,0.527,0.331,0.508,0.721,0.5379999999999999,2018,SF,7,Elite Wing,-1.2811841601464362,0.8695353184757687,2.1391022425940425
Dante Cunningham,111,2018-19,121.0,8.9,0.4,1.9,10.2,31.0,SAS,NBA,64.0,21.0,928.0,3.9,8.3,2.4,4.9,1.6,3.4,0.7,0.9,2.5,7.4,9.9,2.6,1.4,0.7,1.2,3.7,10.2,0.475,0.484,0.462,0.57,0.778,0.585,2018,PF,1,3&D,-2.830897978675224,-2.930326584256857,3.8994342038313943
Seth Curry,114,2018-19,113.0,16.6,0.2,2.4,11.4,28.0,POR,NBA,74.0,2.0,1399.0,7.3,16.1,3.4,7.4,3.9,8.7,1.5,1.8,0.9,3.2,4.2,2.3,1.2,0.4,2.1,3.4,20.1,0.456,0.46299999999999997,0.45,0.5770000000000001,0.846,0.595,2018,SG,1,3&D,-2.4575107909336755,1.2410002564024674,3.7229884359640444
Stephen Curry,110,2018-19,120.0,30.4,4.9,9.7,24.4,30.0,GSW,NBA,69.0,69.0,2331.0,12.9,27.3,5.7,10.8,7.2,16.5,5.4,5.9,0.9,6.6,7.5,7.4,1.9,0.5,3.9,3.4,38.4,0.47200000000000003,0.525,0.4370000000000001,0.604,0.9159999999999999,0.6409999999999999,2018,PG,4,Superstar,4.183848184595536,6.789264314499772,4.692446194260774
Troy Daniels,118,2018-19,104.0,17.6,-0.5,0.3,9.8,27.0,PHO,NBA,51.0,1.0,760.0,7.1,17.3,2.5,5.1,4.6,12.2,1.1,1.4,0.8,3.8,4.6,1.6,1.6,0.3,1.7,5.0,20.0,0.41100000000000003,0.48100000000000004,0.381,0.545,0.7829999999999999,0.5579999999999999,2018,SG,1,3&D,-3.9001894894285987,1.1800932702772595,2.901367136435765
Anthony Davis,105,2018-19,122.0,29.5,4.9,9.5,30.3,25.0,NOP,NBA,56.0,56.0,1850.0,13.3,25.8,12.1,22.1,1.2,3.6,8.6,10.9,4.4,12.5,16.9,5.5,2.2,3.4,2.8,3.3,36.5,0.517,0.547,0.331,0.54,0.794,0.597,2018,C,4,Superstar,9.587590636337984,2.3930284340561405,0.48277597808196604
Ed Davis,105,2018-19,129.0,12.7,0.9,5.7,17.3,29.0,BRK,NBA,81.0,1.0,1446.0,6.1,9.9,6.1,9.9,0.0,0.1,3.3,5.3,7.1,15.7,22.8,2.0,1.2,1.1,2.1,7.4,15.5,0.616,0.62,0.0,0.616,0.617,0.632,2018,C,9,Elite Inside Big,4.469505428510688,-6.573918271106957,2.793924495714261
Dewayne Dedmon,109,2018-19,115.0,16.7,1.3,4.0,16.0,29.0,ATL,NBA,64.0,52.0,1609.0,7.4,15.1,5.1,8.9,2.4,6.2,2.6,3.2,3.0,10.8,13.8,2.6,2.0,2.0,2.4,6.1,19.9,0.4920000000000001,0.57,0.382,0.5710000000000001,0.8140000000000001,0.602,2018,C,7,Elite Wing,1.307763499984968,-1.622177699510656,2.863701785726707
Sam Dekker,114,2018-19,109.0,16.2,-0.1,1.0,13.3,24.0,TOT,NBA,47.0,5.0,788.0,7.3,15.5,6.1,11.8,1.2,3.8,1.7,2.8,3.2,5.8,9.0,2.8,2.3,0.4,1.5,2.9,17.4,0.469,0.521,0.306,0.506,0.609,0.519,2018,PF,1,3&D,-1.1391247764400692,-1.060232974393348,0.7897721925741452
Sam Dekker,114,2018-19,109.0,16.2,-0.1,1.0,13.3,24.0,TOT,NBA,47.0,5.0,788.0,7.3,15.5,6.1,11.8,1.2,3.8,1.7,2.8,3.2,5.8,9.0,2.8,2.3,0.4,1.5,2.9,17.4,0.469,0.521,0.306,0.506,0.609,0.519,2018,PF,1,3&D,-1.1391247764400692,-1.060232974393348,0.7897721925741452
Sam Dekker,114,2018-19,109.0,16.2,-0.1,1.0,13.3,24.0,TOT,NBA,47.0,5.0,788.0,7.3,15.5,6.1,11.8,1.2,3.8,1.7,2.8,3.2,5.8,9.0,2.8,2.3,0.4,1.5,2.9,17.4,0.469,0.521,0.306,0.506,0.609,0.519,2018,PF,1,3&D,-1.1391247764400692,-1.060232974393348,0.7897721925741452
Matthew Dellavedova,119,2018-19,107.0,17.9,-0.7,0.5,11.1,28.0,TOT,NBA,48.0,0.0,812.0,5.9,14.7,3.3,6.8,2.7,7.9,2.5,3.2,0.4,4.3,4.7,11.0,0.8,0.1,4.1,4.6,17.1,0.405,0.48200000000000004,0.33799999999999997,0.496,0.8079999999999999,0.532,2018,PG,1,3&D,-3.2735520917799534,1.63074263661216,0.9916821294489795
Matthew Dellavedova,119,2018-19,107.0,17.9,-0.7,0.5,11.1,28.0,TOT,NBA,48.0,0.0,812.0,5.9,14.7,3.3,6.8,2.7,7.9,2.5,3.2,0.4,4.3,4.7,11.0,0.8,0.1,4.1,4.6,17.1,0.405,0.48200000000000004,0.33799999999999997,0.496,0.8079999999999999,0.532,2018,PG,1,3&D,-3.2735520917799534,1.63074263661216,0.9916821294489795
Matthew Dellavedova,119,2018-19,107.0,17.9,-0.7,0.5,11.1,28.0,TOT,NBA,48.0,0.0,812.0,5.9,14.7,3.3,6.8,2.7,7.9,2.5,3.2,0.4,4.3,4.7,11.0,0.8,0.1,4.1,4.6,17.1,0.405,0.48200000000000004,0.33799999999999997,0.496,0.8079999999999999,0.532,2018,PG,1,3&D,-3.2735520917799534,1.63074263661216,0.9916821294489795
DeMar DeRozan,111,2018-19,110.0,27.9,2.0,6.3,19.6,29.0,SAS,NBA,77.0,77.0,2688.0,11.5,23.9,11.3,23.0,0.1,0.8,6.6,8.0,1.0,7.4,8.4,8.6,1.6,0.7,3.6,3.2,29.7,0.48100000000000004,0.4920000000000001,0.156,0.483,0.83,0.542,2018,SG,6,Star Inside Big,4.5941609204343825,3.140184773595828,-1.5520796463069253
